Year,Series,Province,Sex,Language,Year level,Value
2021,English Literacy - Year 8,malampa,female,,,518
2021,English Literacy - Year 8,shefa,male,,,1139
2021,English Literacy - Year 8,shefa,female,,,1089
2021,English Literacy - Year 8,tafea,male,,,537
2021,English Literacy - Year 8,tafea,female,,,476
2017,Numeracy - Year 4,,,,,9259
2019,Numeracy - Year 4,,,,,11739
2021,Numeracy - Year 4,,,,,18927
2017,Numeracy - Year 4,torba,,,,417
2017,Numeracy - Year 4,sanma,,,,2100
2017,Numeracy - Year 4,penama,,,,1032
2017,Numeracy - Year 4,malampa,,,,1621
2017,Numeracy - Year 4,shefa,,,,2321
2017,Numeracy - Year 4,tafea,,,,1768
2019,Numeracy - Year 4,torba,,,,589
2019,Numeracy - Year 4,sanma,,,,2568
2019,Numeracy - Year 4,penama,,,,1272
2019,Numeracy - Year 4,malampa,,,,1841
2019,Numeracy - Year 4,shefa,,,,3150
2019,Numeracy - Year 4,tafea,,,,2319
2021,Numeracy - Year 4,torba,,,,692
2021,Numeracy - Year 4,sanma,,,,4603
2021,Numeracy - Year 4,penama,,,,2146
2021,Numeracy - Year 4,malampa,,,,3073
2021,Numeracy - Year 4,shefa,,,,5078
2021,Numeracy - Year 4,tafea,,,,3335
2017,Numeracy - Year 4,,male,,,4948
2017,Numeracy - Year 4,,female,,,4311
2017,Numeracy - Year 4,torba,male,,,219
2017,Numeracy - Year 4,torba,female,,,198
2017,Numeracy - Year 4,sanma,male,,,1124
2017,Numeracy - Year 4,sanma,female,,,976
2017,Numeracy - Year 4,penama,male,,,528
2017,Numeracy - Year 4,penama,female,,,504
2017,Numeracy - Year 4,malampa,male,,,860
2017,Numeracy - Year 4,malampa,female,,,761
2017,Numeracy - Year 4,shefa,male,,,1258
2017,Numeracy - Year 4,shefa,female,,,1063
2017,Numeracy - Year 4,tafea,male,,,959
2017,Numeracy - Year 4,tafea,female,,,809
2019,Numeracy - Year 4,,male,,,6082
2019,Numeracy - Year 4,,female,,,5657
2019,Numeracy - Year 4,torba,male,,,266
2019,Numeracy - Year 4,torba,female,,,323
2019,Numeracy - Year 4,sanma,male,,,1359
2019,Numeracy - Year 4,sanma,female,,,1209
2019,Numeracy - Year 4,penama,male,,,672
2019,Numeracy - Year 4,penama,female,,,600
2019,Numeracy - Year 4,malampa,male,,,939
2019,Numeracy - Year 4,malampa,female,,,902
2019,Numeracy - Year 4,shefa,male,,,1568
2019,Numeracy - Year 4,shefa,female,,,1582
2019,Numeracy - Year 4,tafea,male,,,1278
2019,Numeracy - Year 4,tafea,female,,,1041
2021,Numeracy - Year 4,,male,,,10170
2021,Numeracy - Year 4,,female,,,8757
2021,Numeracy - Year 4,torba,male,,,350
2021,Numeracy - Year 4,torba,female,,,342
2021,Numeracy - Year 4,sanma,male,,,2490
2021,Numeracy - Year 4,sanma,female,,,2113
2021,Numeracy - Year 4,penama,male,,,1118
2021,Numeracy - Year 4,penama,female,,,1028
2021,Numeracy - Year 4,malampa,male,,,1648
2021,Numeracy - Year 4,malampa,female,,,1425
2021,Numeracy - Year 4,shefa,male,,,2724
2021,Numeracy - Year 4,shefa,female,,,2354
2021,Numeracy - Year 4,tafea,male,,,1840
2021,Numeracy - Year 4,tafea,female,,,1495
2017,Numeracy - Year 4,,,eng,,6226
2019,Numeracy - Year 4,,,eng,,8026
2021,Numeracy - Year 4,,,eng,,12793
2017,Numeracy - Year 4,,,fre,,3033
2019,Numeracy - Year 4,,,fre,,3713
2021,Numeracy - Year 4,,,fre,,6134
2017,Numeracy - Year 4,torba,,eng,,329
2017,Numeracy - Year 4,sanma,,eng,,1378
2017,Numeracy - Year 4,penama,,eng,,659
2017,Numeracy - Year 4,malampa,,eng,,1045
2017,Numeracy - Year 4,shefa,,eng,,1795
2017,Numeracy - Year 4,tafea,,eng,,1020
2017,Numeracy - Year 4,torba,,fre,,88
2017,Numeracy - Year 4,sanma,,fre,,722
2017,Numeracy - Year 4,penama,,fre,,373
2017,Numeracy - Year 4,malampa,,fre,,576
2017,Numeracy - Year 4,shefa,,fre,,526
2017,Numeracy - Year 4,tafea,,fre,,748
2019,Numeracy - Year 4,torba,,eng,,437
2019,Numeracy - Year 4,sanma,,eng,,1720
2019,Numeracy - Year 4,penama,,eng,,870
2019,Numeracy - Year 4,malampa,,eng,,1199
2019,Numeracy - Year 4,shefa,,eng,,2295
2019,Numeracy - Year 4,tafea,,eng,,1505
2019,Numeracy - Year 4,torba,,fre,,152
2019,Numeracy - Year 4,sanma,,fre,,848
2019,Numeracy - Year 4,penama,,fre,,402
2019,Numeracy - Year 4,malampa,,fre,,642
2019,Numeracy - Year 4,shefa,,fre,,855
2019,Numeracy - Year 4,tafea,,fre,,814
2021,Numeracy - Year 4,torba,,eng,,519
2021,Numeracy - Year 4,sanma,,eng,,2996
2021,Numeracy - Year 4,penama,,eng,,1352
2021,Numeracy - Year 4,malampa,,eng,,1876
2021,Numeracy - Year 4,shefa,,eng,,3859
2021,Numeracy - Year 4,tafea,,eng,,2191
2021,Numeracy - Year 4,torba,,fre,,173
2021,Numeracy - Year 4,sanma,,fre,,1607
2021,Numeracy - Year 4,penama,,fre,,794
2021,Numeracy - Year 4,malampa,,fre,,1197
2021,Numeracy - Year 4,shefa,,fre,,1219
2021,Numeracy - Year 4,tafea,,fre,,1144
2017,Numeracy - Year 6,,,,,8466
2019,Numeracy - Year 6,,,,,9718
2021,Numeracy - Year 6,,,,,14894
2017,Numeracy - Year 6,torba,,,,393
2017,Numeracy - Year 6,sanma,,,,1783
2017,Numeracy - Year 6,penama,,,,834
2017,Numeracy - Year 6,malampa,,,,1665
2017,Numeracy - Year 6,shefa,,,,2303
2017,Numeracy - Year 6,tafea,,,,1488
2019,Numeracy - Year 6,torba,,,,386
2019,Numeracy - Year 6,sanma,,,,2120
2019,Numeracy - Year 6,penama,,,,933
2019,Numeracy - Year 6,malampa,,,,1574
2019,Numeracy - Year 6,shefa,,,,3078
2019,Numeracy - Year 6,tafea,,,,1627
2021,Numeracy - Year 6,torba,,,,744
2021,Numeracy - Year 6,sanma,,,,2780
2021,Numeracy - Year 6,penama,,,,1617
2021,Numeracy - Year 6,malampa,,,,2349
2021,Numeracy - Year 6,shefa,,,,4638
2021,Numeracy - Year 6,tafea,,,,2766
2017,Numeracy - Year 6,,male,,,4184
2017,Numeracy - Year 6,,female,,,4282
2017,Numeracy - Year 6,torba,male,,,215
2017,Numeracy - Year 6,torba,female,,,178
2017,Numeracy - Year 6,sanma,male,,,873
2017,Numeracy - Year 6,sanma,female,,,910
2017,Numeracy - Year 6,penama,male,,,374
2017,Numeracy - Year 6,penama,female,,,460
2017,Numeracy - Year 6,malampa,male,,,829
2017,Numeracy - Year 6,malampa,female,,,836
2017,Numeracy - Year 6,shefa,male,,,1101
2017,Numeracy - Year 6,shefa,female,,,1202
2017,Numeracy - Year 6,tafea,male,,,792
2017,Numeracy - Year 6,tafea,female,,,696
2019,Numeracy - Year 6,,male,,,5063
2019,Numeracy - Year 6,,female,,,4655
2019,Numeracy - Year 6,torba,male,,,203
2019,Numeracy - Year 6,torba,female,,,183
2019,Numeracy - Year 6,sanma,male,,,873
2019,Numeracy - Year 6,sanma,female,,,1013
2019,Numeracy - Year 6,penama,male,,,374
2019,Numeracy - Year 6,penama,female,,,456
2019,Numeracy - Year 6,malampa,male,,,829
2019,Numeracy - Year 6,malampa,female,,,742
2019,Numeracy - Year 6,shefa,male,,,1589
2019,Numeracy - Year 6,shefa,female,,,1489
2019,Numeracy - Year 6,tafea,male,,,855
2019,Numeracy - Year 6,tafea,female,,,772
2021,Numeracy - Year 6,,male,,,7618
2021,Numeracy - Year 6,,female,,,7276
2021,Numeracy - Year 6,torba,male,,,331
2021,Numeracy - Year 6,torba,female,,,413
2021,Numeracy - Year 6,sanma,male,,,1422
2021,Numeracy - Year 6,sanma,female,,,1358
2021,Numeracy - Year 6,penama,male,,,826
2021,Numeracy - Year 6,penama,female,,,791
2021,Numeracy - Year 6,malampa,male,,,1194
2021,Numeracy - Year 6,malampa,female,,,1155
2021,Numeracy - Year 6,shefa,male,,,2296
2021,Numeracy - Year 6,shefa,female,,,2342
2021,Numeracy - Year 6,tafea,male,,,1549
2021,Numeracy - Year 6,tafea,female,,,1217
2017,Numeracy - Year 6,,,eng,,5886
2019,Numeracy - Year 6,,,eng,,6815
2021,Numeracy - Year 6,,,eng,,10427
2017,Numeracy - Year 6,,,fre,,2580
2019,Numeracy - Year 6,,,fre,,2903
2021,Numeracy - Year 6,,,fre,,4467
2017,Numeracy - Year 6,torba,,eng,,287
2017,Numeracy - Year 6,sanma,,eng,,1235
2017,Numeracy - Year 6,penama,,eng,,594
2017,Numeracy - Year 6,malampa,,eng,,1032
2017,Numeracy - Year 6,shefa,,eng,,1809
2017,Numeracy - Year 6,tafea,,eng,,1072
2017,Numeracy - Year 6,torba,,fre,,106
2017,Numeracy - Year 6,sanma,,fre,,548
2017,Numeracy - Year 6,penama,,fre,,240
2017,Numeracy - Year 6,malampa,,fre,,633
2017,Numeracy - Year 6,shefa,,fre,,494
2017,Numeracy - Year 6,tafea,,fre,,559
2019,Numeracy - Year 6,torba,,eng,,303
2019,Numeracy - Year 6,sanma,,eng,,1488
2019,Numeracy - Year 6,penama,,eng,,647
2019,Numeracy - Year 6,malampa,,eng,,1044
2019,Numeracy - Year 6,shefa,,eng,,2261
2019,Numeracy - Year 6,tafea,,eng,,1072
2019,Numeracy - Year 6,torba,,fre,,83
2019,Numeracy - Year 6,sanma,,fre,,632
2019,Numeracy - Year 6,penama,,fre,,286
2019,Numeracy - Year 6,malampa,,fre,,530
2019,Numeracy - Year 6,shefa,,fre,,817
2019,Numeracy - Year 6,tafea,,fre,,555
2021,Numeracy - Year 6,torba,,eng,,579
2021,Numeracy - Year 6,sanma,,eng,,1770
2021,Numeracy - Year 6,penama,,eng,,1125
2021,Numeracy - Year 6,malampa,,eng,,1651
2021,Numeracy - Year 6,shefa,,eng,,3456
2021,Numeracy - Year 6,tafea,,eng,,1846
2021,Numeracy - Year 6,torba,,fre,,165
2021,Numeracy - Year 6,sanma,,fre,,1010
2021,Numeracy - Year 6,penama,,fre,,492
2021,Numeracy - Year 6,malampa,,fre,,698
2021,Numeracy - Year 6,shefa,,fre,,1182
2021,Numeracy - Year 6,tafea,,fre,,920
2019,Numeracy - Year 8,,,,,6063
2021,Numeracy - Year 8,,,,,10362
2019,Numeracy - Year 8,torba,,,,168
2019,Numeracy - Year 8,sanma,,,,1446
2019,Numeracy - Year 8,penama,,,,509
2019,Numeracy - Year 8,malampa,,,,868
2019,Numeracy - Year 8,shefa,,,,2082
2019,Numeracy - Year 8,tafea,,,,990
2021,Numeracy - Year 8,torba,,,,381
2021,Numeracy - Year 8,sanma,,,,2098
2021,Numeracy - Year 8,penama,,,,1043
2021,Numeracy - Year 8,malampa,,,,1602
2021,Numeracy - Year 8,shefa,,,,3674
2021,Numeracy - Year 8,tafea,,,,1564
2019,Numeracy - Year 8,,male,,,2934
2019,Numeracy - Year 8,,female,,,3129
2019,Numeracy - Year 8,torba,male,,,96
2019,Numeracy - Year 8,torba,female,,,72
2019,Numeracy - Year 8,sanma,male,,,676
2019,Numeracy - Year 8,sanma,female,,,770
2019,Numeracy - Year 8,penama,male,,,234
2019,Numeracy - Year 8,penama,female,,,275
2019,Numeracy - Year 8,malampa,male,,,397
2019,Numeracy - Year 8,malampa,female,,,471
2019,Numeracy - Year 8,shefa,male,,,1001
2019,Numeracy - Year 8,shefa,female,,,1081
2019,Numeracy - Year 8,tafea,male,,,530
2019,Numeracy - Year 8,tafea,female,,,460
2021,Numeracy - Year 8,,male,,,5127
2021,Numeracy - Year 8,,female,,,5235
2021,Numeracy - Year 8,torba,male,,,176
2021,Numeracy - Year 8,torba,female,,,205
2021,Numeracy - Year 8,sanma,male,,,1022
2021,Numeracy - Year 8,sanma,female,,,1076
2021,Numeracy - Year 8,penama,male,,,516
2021,Numeracy - Year 8,penama,female,,,527
2021,Numeracy - Year 8,malampa,male,,,757
2021,Numeracy - Year 8,malampa,female,,,845
2021,Numeracy - Year 8,shefa,male,,,1821
2021,Numeracy - Year 8,shefa,female,,,1853
2021,Numeracy - Year 8,tafea,male,,,835
2021,Numeracy - Year 8,tafea,female,,,729
2019,Numeracy - Year 8,,,eng,,4394
2021,Numeracy - Year 8,,,eng,,7860
2019,Numeracy - Year 8,,,fre,,1669
2021,Numeracy - Year 8,,,fre,,2502
2019,Numeracy - Year 8,torba,,eng,,142
2019,Numeracy - Year 8,sanma,,eng,,1051
2019,Numeracy - Year 8,penama,,eng,,433
2019,Numeracy - Year 8,malampa,,eng,,563
2019,Numeracy - Year 8,shefa,,eng,,1496
2019,Numeracy - Year 8,tafea,,eng,,709
2019,Numeracy - Year 8,torba,,fre,,26
2019,Numeracy - Year 8,sanma,,fre,,395
2019,Numeracy - Year 8,penama,,fre,,76
2019,Numeracy - Year 8,malampa,,fre,,305
2019,Numeracy - Year 8,shefa,,fre,,586
2019,Numeracy - Year 8,tafea,,fre,,281
2021,Numeracy - Year 8,torba,,eng,,335
2021,Numeracy - Year 8,sanma,,eng,,1621
2021,Numeracy - Year 8,penama,,eng,,870
2021,Numeracy - Year 8,malampa,,eng,,1066
2021,Numeracy - Year 8,shefa,,eng,,2745
2021,Numeracy - Year 8,tafea,,eng,,1223
2021,Numeracy - Year 8,torba,,fre,,46
2021,Numeracy - Year 8,sanma,,fre,,477
2021,Numeracy - Year 8,penama,,fre,,173
2021,Numeracy - Year 8,malampa,,fre,,536
2021,Numeracy - Year 8,shefa,,fre,,929
2021,Numeracy - Year 8,tafea,,fre,,341
2017,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,512
2017,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,942
2017,critically below minimum standard,,,,English Literacy - Year 4,788
2017,critically below minimum standard,,,,English Literacy - Year 6,1101
2017,critically below minimum standard,,,,Numeracy - Year 4,558
2017,critically below minimum standard,,,,Numeracy - Year 6,601
2019,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1082
2019,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,824
2019,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,189
2019,critically below minimum standard,,,,English Literacy - Year 4,1518
2019,critically below minimum standard,,,,English Literacy - Year 6,978
2019,critically below minimum standard,,,,English Literacy - Year 8,525
2019,critically below minimum standard,,,,Numeracy - Year 4,630
2019,critically below minimum standard,,,,Numeracy - Year 6,857
2019,critically below minimum standard,,,,Numeracy - Year 8,466
2021,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1459
2021,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,901
2021,critically below minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,382
2021,critically below minimum standard,,,,English Literacy - Year 4,2188
2021,critically below minimum standard,,,,English Literacy - Year 6,1294
2021,critically below minimum standard,,,,English Literacy - Year 8,775
2021,critically below minimum standard,,,,Numeracy - Year 4,1100
2021,critically below minimum standard,,,,Numeracy - Year 6,968
2021,critically below minimum standard,,,,Numeracy - Year 8,1131
2017,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1134
2017,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,1037
2017,approaching minimum standard,,,,English Literacy - Year 4,1925
2017,approaching minimum standard,,,,English Literacy - Year 6,1758
2017,approaching minimum standard,,,,Numeracy - Year 4,1238
2017,approaching minimum standard,,,,Numeracy - Year 6,1871
2019,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1932
2019,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,729
2019,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,626
2019,approaching minimum standard,,,,English Literacy - Year 4,2849
2019,approaching minimum standard,,,,English Literacy - Year 6,2356
2019,approaching minimum standard,,,,English Literacy - Year 8,1249
2019,approaching minimum standard,,,,Numeracy - Year 4,1287
2019,approaching minimum standard,,,,Numeracy - Year 6,2144
2019,approaching minimum standard,,,,Numeracy - Year 8,1308
2021,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,2059
2021,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,964
2021,approaching minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,691
2021,approaching minimum standard,,,,English Literacy - Year 4,4043
2021,approaching minimum standard,,,,English Literacy - Year 6,2496
2021,approaching minimum standard,,,,English Literacy - Year 8,1540
2021,approaching minimum standard,,,,Numeracy - Year 4,3015
2021,approaching minimum standard,,,,Numeracy - Year 6,2890
2021,approaching minimum standard,,,,Numeracy - Year 8,2719
2017,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1445
2017,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,966
2017,meeting minimum standard,,,,English Literacy - Year 4,3197
2017,meeting minimum standard,,,,English Literacy - Year 6,2523
2017,meeting minimum standard,,,,Numeracy - Year 4,4085
2017,meeting minimum standard,,,,Numeracy - Year 6,3611
2019,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1298
2019,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,1405
2019,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,883
2019,meeting minimum standard,,,,English Literacy - Year 4,4182
2019,meeting minimum standard,,,,English Literacy - Year 6,2875
2019,meeting minimum standard,,,,English Literacy - Year 8,2040
2019,meeting minimum standard,,,,Numeracy - Year 4,6091
2019,meeting minimum standard,,,,Numeracy - Year 6,4025
2019,meeting minimum standard,,,,Numeracy - Year 8,2910
2021,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1907
2021,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,1733
2021,meeting minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,920
2021,meeting minimum standard,,,,English Literacy - Year 4,3500
2021,meeting minimum standard,,,,English Literacy - Year 6,3025
2021,meeting minimum standard,,,,English Literacy - Year 8,2748
2021,meeting minimum standard,,,,Numeracy - Year 4,7570
2021,meeting minimum standard,,,,Numeracy - Year 6,5737
2021,meeting minimum standard,,,,Numeracy - Year 8,4119
2017,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1026
2017,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,431
2017,exceeding minimum standard,,,,English Literacy - Year 4,2294
2017,exceeding minimum standard,,,,English Literacy - Year 6,1673
2017,exceeding minimum standard,,,,Numeracy - Year 4,3378
2017,exceeding minimum standard,,,,Numeracy - Year 6,2383
2019,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1036
2019,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,982
2019,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,631
2019,exceeding minimum standard,,,,English Literacy - Year 4,1882
2019,exceeding minimum standard,,,,English Literacy - Year 6,2129
2019,exceeding minimum standard,,,,English Literacy - Year 8,1635
2019,exceeding minimum standard,,,,Numeracy - Year 4,3731
2019,exceeding minimum standard,,,,Numeracy - Year 6,2692
2019,exceeding minimum standard,,,,Numeracy - Year 8,1379
2021,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 4,1007
2021,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 6,688
2021,exceeding minimum standard,,,,AlphabâˆšÂ©tisation FranâˆšÃŸais - AnnâˆšÂ©e 8,370
2021,exceeding minimum standard,,,,English Literacy - Year 4,2376
2021,exceeding minimum standard,,,,English Literacy - Year 6,2910
2021,exceeding minimum standard,,,,English Literacy - Year 8,1677
2021,exceeding minimum standard,,,,Numeracy - Year 4,7242
2021,exceeding minimum standard,,,,Numeracy - Year 6,5299
2021,exceeding minimum standard,,,,Numeracy - Year 8,2393
